Site,Year,Month,dd,ff,tmin,t,tmax,td,p0,p,ewm,um,sshn,radglo24,evt,ewsm,nm,umax,umin,tsoil_m,rrr
40831,2015,12,168.15,2.28,9,13.09,18.37,7.88,1021.05,1022.27,11.09,73.05,6.24,NA,2.98,15.6,2.4,88.81,51.35,6.68,63.6
40831,2016,1,194.11,2.83,9,13.12,18.6,6.49,1019.95,1021.21,10.17,66.68,7.14,NA,3.84,15.6,1.89,84.71,44.29,6.16,10
40831,2016,2,205.17,3.2,11.78,17.14,23.8,6.95,1018.32,1019.57,10.41,55.09,8.63,169.36,5.73,20.4,1.53,77.03,30.66,7.21,14
40831,2016,3,210.24,3.52,16.49,21.89,27.96,8.02,1012.95,1014.21,11.14,45,7.67,188.92,8.81,26.99,2.52,66.97,24.74,13.9,57.1
40831,2016,4,156.83,2.68,19.43,26.54,34.09,9.74,1009.64,1010.86,12.7,40.8,9.17,227.44,10.81,36.79,1.84,65.73,20.03,16.83,32.8
40831,2016,5,218.71,3.9,26.04,33.48,41.1,10.05,1005.06,1006.3,13.06,27.19,10.26,292.56,18,53.86,1.2,45.13,13.13,23.81,1
40831,2016,6,244,3.65,28.51,37.41,45.28,8.11,1001.16,1002.2,11.1,19.23,11.1,322.29,22.26,67.36,0.01,33.27,8.7,26.27,39
40831,2016,7,242.7,4,30.45,38.85,47.45,12.03,996.89,997.65,15.4,24.68,11.37,339.71,21.1,72.59,0.27,43.94,10.58,28.65,19
40831,2016,8,210.07,3.17,29.57,38.88,48.48,12.22,998.88,999.81,15.07,24.99,11.04,337.1,17.61,73.25,0.41,46.26,9.68,27.58,0
40831,2016,9,238.44,3.64,25.35,34.1,43.42,8.34,1003.98,1005.12,11.76,24.18,10.36,301.08,15.19,56.88,0.08,44.33,10.17,22.36,0
40831,2016,10,196.43,2.22,19.34,27.79,37.66,8.05,1010.13,1011.35,11.44,34.16,8.57,240.53,9.98,39.54,0.54,59.1,13.58,15.97,0
40831,2016,11,223.42,2.57,12.75,19.11,27.53,5.01,1017,1018.27,9.53,42.77,7.28,176,6.25,23.49,2.24,63.13,21.2,10,0
40831,2016,12,212.98,2.91,10.07,14.34,19.91,6.08,1019.47,1020.76,10.01,60.32,6.03,144.25,4.48,17.01,2.83,79.58,39.1,6.77,38
40831,2017,1,231.92,3.35,8.77,13.89,20.37,3.86,1017.94,1019.21,8.23,53.63,7.39,119.56,4.82,16.37,2.68,74.06,30.48,5.32,0
40831,2017,2,219.82,3.03,7.99,13.72,20.5,1.16,1018.43,1019.75,7.23,47.09,8.07,120,4.72,16.63,1.51,69.64,23.07,4.32,10
40831,2017,3,174.84,3.12,15.45,21.03,27.41,8.26,1012.26,1013.52,11.58,49.42,7.12,182.21,7.54,25.69,2.55,74.61,26.06,11.97,47.6
40831,2017,4,199.58,3.65,21.78,27.89,35.13,7.71,1010.27,1011.48,11.24,32.86,6.85,242.94,11.51,39.31,2.94,53.13,15.77,17.27,0.5
40831,2017,5,241.98,4,27.18,34.31,41.86,7.55,1005.51,1006.75,11.07,22.38,9.93,301.38,17.64,56.33,1.5,39,9.94,24.39,0
40831,2017,6,289.29,4.86,28.53,37.68,46.27,7.7,1000.13,1001.13,10.92,18.02,12.41,321.55,25.14,68.66,0,32.27,6.97,25.97,0
40831,2017,7,199.6,3.29,31.38,40.08,49.45,12.7,996.31,997.06,15.85,24.44,11.06,349.19,20.62,77.86,0.68,46.97,8.45,29.13,0
40831,2017,8,187.78,2.61,30.15,38.72,48.61,17.25,998.32,999.15,21.63,35.62,10.77,341,16.61,72.54,0.43,63.55,12.81,28.81,0
40831,2017,9,211.71,2.52,25.96,34.97,45.46,13.91,1003.75,1004.97,17.52,35.49,9.95,298,16.11,59.59,0.44,65.2,11.83,23.27,0
40831,2017,10,207.62,2.7,21.22,28.98,37.9,10.31,1010.32,1011.55,13.34,36.19,8.95,256.73,13.17,42.08,0.29,58.55,15.03,17.65,0
40831,2017,11,193.96,2.46,14.96,20.84,28.47,10.97,1015.62,1016.89,13.99,57.43,6.62,180.1,6.92,26.2,1.75,79.07,31.73,13.17,15.6
40831,2017,12,219.52,2.89,9.98,15.83,23.8,5.62,1019.1,1020.41,9.44,54.13,7.88,138.77,4.64,18.88,1.31,75.94,28.61,7.55,0
40831,2018,1,204.64,2.74,8.56,14.47,21.92,5.02,1016.9,1018.2,9.06,56.91,7.06,127.82,4.35,17.26,1.26,80.23,29.81,5.71,1
40831,2018,2,194.52,3.03,11.95,17.79,24.56,6.94,1014.44,1015.73,10.75,53.84,6.48,148.27,5.42,21.24,3.28,76.89,31.64,9.21,41.4
40831,2018,3,203.23,3.2,16.99,24.04,31.76,7.34,1011.92,1013.19,10.64,39.33,8.9,200,8.17,31.49,1.25,65.42,18.61,13.87,0.5
40831,2018,4,180.25,3.47,35.6,25.86,32.45,12.02,1008.9,1010.16,14.59,47.04,7.16,223.39,10.02,34.43,2.93,71.67,26.9,18.07,37.6
40831,2018,5,200.36,2.92,25.7,32.72,39.63,12.08,1005.62,1006.87,14.41,32.53,8.8,274.83,12,51.87,2.19,53.32,17.29,23.42,10
40831,2018,6,271.62,5.49,30.79,38.27,45.85,9.96,999.01,999.97,12.57,20.11,11.3,332.35,23.66,69.66,0.41,31.5,10.4,29.63,0
40831,2018,7,272.9,4.87,31.19,39.35,47.84,9.99,995.7,996.46,12.73,19.85,11.24,337.61,22.35,72.53,0.32,29.93,11.57,28.74,0
40831,2018,8,275.52,4.17,29.43,38.28,47.15,10.59,997.88,998.68,12.93,21.05,11.59,332.64,20.41,69.72,0.02,32.71,11.39,27.9,0
40831,2018,9,227.99,2.75,26.83,35.92,45.59,13.08,1003.65,1004.83,17.36,32.31,9.87,320.54,14.88,63.08,0.09,55.93,15.04,26.28,0
40831,2018,10,181.33,2.46,22.49,29.16,37.22,15.48,1011.77,1012.99,18.48,49.41,8.36,253.19,9.19,43.07,1.05,73.74,26.1,20.03,14
40831,2018,11,197.42,2.75,16.41,20.05,24.74,14.97,1016.21,1017.53,17.22,73.66,5.67,178.94,4,24.41,3.89,88.89,54,14.23,76
40831,2018,12,215.4,2.64,12.33,16.32,21.52,11.61,1018.6,1019.9,13.95,75.48,6.47,144.22,3.41,19.15,2.36,90.68,54.35,9.33,2.3
